PC,Variance_Explained,Cumulative_Variance
PC1,69.06070266079261,69.06070266079261
PC2,28.749713647205315,97.81041630799793
PC3,1.8155871814441775,99.6260034894421
PC4,0.21769384195749172,99.8436973313996
PC5,0.1067539160487658,99.95045124744836
