PC,Variance_Explained,Cumulative_Variance
PC1,48.26806175802292,48.26806175802292
PC2,45.35697754173369,93.62503929975661
PC3,3.7311770290075956,97.3562163287642
PC4,1.0408215691162312,98.39703789788044
PC5,0.8298708014481574,99.22690869932859
