amino_acids,central_carbon,aromatics,proteomics
1.0,0.9493849551224249,0.9771389439454273,0.9912623265816198
0.9493849551224249,1.0,0.927373001270161,0.9555127956769974
0.9771389439454274,0.9273730012701609,1.0,0.981660780782831
0.9912623265816198,0.9555127956769974,0.9816607807828311,1.0
